股票代號,股票名稱,收盤價,月平均價
"03561P","中鋼凱基24售03","","0.63"
"03562B","臺股指元大24熊18","5.10","5.14"
"03562P","台積電凱基24售08","","6.10"
"03563B","臺股指凱基1C熊26","","4.55"
"03564B","臺股指元大25熊17","3.72","3.72"
"03564P","長榮航凱基28售02","","1.32"
"03565B","臺股指凱基21熊19","3.17","3.18"
"03566B","臺股指元大25熊23","4.93","4.87"
"03566P","新唐凱基25售03","","1.78"
"03567B","臺股指凱基23熊32","4.73","4.67"
"03567P","臺股指凱基25售30","3.35","3.38"
"03569B","臺股指元大26熊08","4.74","4.66"
"03569P","聯電元大24售08","","0.34"
"03570B","臺股指凱基26熊23","3.97","3.96"
"03570P","台積電元大24售12","1.51","1.39"
"03571B","臺股指元大25熊51","3.55","3.52"
"03572B","臺股指凱基26熊25","2.60","2.60"
"03572P","華航元大28售01","0.73","0.78"
"03573B","臺股指凱基29熊08","","3.31"
"03573P","晶華元大24售01","","1.69"
"03574B","臺股指元大25熊61","2.57","2.58"
"03574P","臺股指元大25售53","1.63","1.65"
"03575B","臺股指元大29熊07","3.03","3.07"
"03575P","臺股指元大26售11","1.78","1.80"
"03578P","宏達電永豐24售01","1.04","1.08"
"03579P","強茂群益24售01","","0.64"
"03580P","景碩群益24售04","1.55","1.49"
"03581P","三福化群益24售01","0.91","0.87"
"03582P","臺股指中信26售07","","1.73"
"03583P","臺股指國泰26售02","2.15","2.13"
"03584P","台灣50凱基26售06","2.65","2.48"
"03585P","台灣50凱基27售04","2.70","2.65"
"03586P","亞德客凱基26售02","0.33","0.35"
"03587P","東鋼凱基24售01","1.26","1.24"
"03588P","國巨凱基24售02","0.53","0.61"
"03589P","台積電凱基25售16","7.60","7.50"
"03590P","台光電凱基24售03","1.46","1.62"
"03591P","長榮凱基24售11","1.67","1.80"
"03595P","晶華凱基24售01","","0.96"
"03601P","臺股指凱基1C售01","","0.09"
"03602P","富邦金凱基24售05","0.89","0.90"
"03604P","京鼎凱基24售01","0.75","0.86"
"03605P","同欣電凱基25售02","","0.45"
"03608P","微星麥證24售01","0.70","0.71"
"03613P","開發金麥證24售01","0.60","0.66"
"03614P","華新元大24售03","1.89","1.86"
"03615P","寶齡元大24售02","0.95","0.90"
"03617P","鴻海元大24售06","0.95","0.93"
"03619P","台積電元大24售15","1.39","1.28"
"03620P","聯發科元大24售08","0.45","0.44"
"03622P","長榮元大24售13","5.85","5.90"
"03623P","長榮元大24售14","","2.06"
"03624P","華航元大24售07","1.18","1.26"
"03625P","萬海元大24售04","1.54","1.59"
"03626P","長榮航元大24售16","1.56","1.69"
"03627P","富邦金元大26售01","0.54","0.55"
"03628P","大立光元大24售10","0.45","0.51"
"03629P","欣興元大24售14","0.57","0.62"
"03630P","立積元大24售01","","0.90"
"03631P","祥碩元大24售02","","1.41"
"03632P","南電元大24售05","0.82","0.90"
"03634P","鈺齊元大24售01","","1.59"
"03636P","新光金康和26售01","","0.60"
"03638P","華城國票24售03","1.17","1.27"
"03641P","台亞國票24售02","0.86","0.86"
"03642P","玉晶光國票24售04","1.42","1.53"
"03647P","健策國票25售02","1.25","1.33"
"03648P","世芯國票25售01","1.59","1.74"
"03650P","日月光國票25售01","0.84","0.84"
"03655P","聯電元富24售06","","1.48"
"03656P","國巨元富27售03","0.63","0.69"
"03659P","國巨元富27售04","0.69","0.70"
"03660P","台積電元富27售01","1.22","1.14"
"03661P","台積電元富27售02","","1.13"
"03662P","台積電元富27售03","1.32","1.27"
"03664P","陽明元富27售03","0.66","0.69"
"03665P","陽明元富27售04","","0.64"
"03666P","台驊控元富24售01","0.92","0.92"
"03667P","富邦金元富24售01","0.64","0.63"
"03669P","國泰金元富24售02","","2.44"
"03670P","中信金元富27售01","","0.48"
"03671P","大立光元富27售01","1.43","1.49"
"03680P","致伸元富27售01","","0.94"
"03685P","長榮富邦28售01","0.80","0.81"
"03686P","創意富邦27售01","0.55","0.58"
"03687P","南亞科中信24售01","","0.19"
"03690P","台灣50永豐26售01","0.74","0.73"
"03691P","聯電永豐24售01","0.50","0.48"
"03692P","台積電永豐24售04","1.22","1.17"
"03693P","儒鴻凱基25售01","1.14","1.14"
"03694P","華通凱基25售01","1.78","1.75"
"03695P","金像電凱基24售03","1.28","1.28"
"03696P","金像電凱基24售04","","1.98"
"03697P","微星凱基25售01","1.13","1.13"
"03699P","陽明凱基25售04","","1.51"
"03700P","陽明凱基29售01","1.60","1.69"
"03701P","華航凱基27售04","2.36","2.38"
"03702P","愛普凱基24售03","0.65","0.71"
"03703P","台積電國泰26售02","4.05","3.87"
"03704P","富邦金國泰26售01","1.20","1.21"
"03705P","玉晶光國泰26售01","1.98","2.19"
"03707P","鴻海元大24售08","","0.51"
"03708P","國巨元大24售01","0.35","0.40"
"03712P","台積電元大24售16","","3.29"
"03717P","臺股指中信1C售03","0.38","0.41"
"03718P","台積電元大24售17","1.14","1.09"
"03719P","偉詮電元大24售02","1.06","1.06"
"03720P","聯發科元大24售10","","1.06"
"03721P","台積電元大24售34","3.39","3.31"
"03722P","可成元大24售03","1.17","1.20"
"03723P","強茂元大24售01","0.98","0.99"
"03726P","萬海元大24售06","1.20","1.29"
"03727P","萬海元大24售07","","1.65"
"03728P","致茂元大24售03","1.24","1.25"
"03729P","長榮航元大24售18","2.21","2.38"
"03731P","欣興元大24售16","1.05","1.05"
"03732P","嘉澤元大24售01","1.24","1.25"
"03733P","南電元大24售07","1.04","1.11"
"03734P","南亞科元富24售02","0.87","0.91"
"03735P","致茂元大24售04","1.36","1.38"
"03737P","長榮元富2A售01","1.89","1.97"
"03739P","晶豪科元富24售01","1.83","1.89"
"03741P","長榮麥證27售03","1.66","1.71"
"03742P","陽明麥證24售01","0.47","0.49"
"03743P","元大金麥證24售01","0.94","0.94"
"03744P","臺股指富邦25售04","0.75","0.76"
"03746P","台灣50中信21售01","0.86","0.82"
"03747P","T50正2中信21售01","1.70","1.71"
"03752P","金像電元大24售10","","1.99"
"03754P","臺股指中信1C售05","0.01","0.02"
"03759P","國泰金群益24售01","","0.70"
"03763P","健策群益26售01","1.94","2.04"
"03772P","愛普群益28售01","","2.14"
"03773P","台積電凱基31售01","4.76","4.69"
"03774P","美指2X國票26售01","0.70","0.74"
"03775P","亞德客國票26售01","0.74","0.81"
"03776P","亞德客國票27售01","","0.84"
"03778P","寶齡國票25售01","","1.35"
"03782P","萬海國票25售01","","1.03"
"03784P","文曄國票25售01","1.21","1.20"
"03785P","世芯國票25售02","","1.41"
"03786P","世芯國票26售02","","1.53"
"03789P","立積國票25售01","","0.96"
"03791P","華孚國票25售02","","0.81"
"03793P","世紀鋼國票24售02","0.37","0.37"
"037949","台積電元大26購01","0.05","0.04"
"03794P","美時康和24售02","1.10","1.09"
"03795P","聯發科康和24售03","","0.67"
"03796C","T50反1元大1B牛01","1.50","1.50"
"03796P","元美指國票26售01","1.10","1.16"
"03800P","富邦金國票26售01","","0.41"
"03801P","創意國票25售02","2.39","2.90"
"03802C","台達電富邦24牛01","2.16","2.12"
"03802P","晶睿國票24售01","0.62","0.60"
"03803P","高力國票24售01","0.53","0.75"
"03804P","世芯統一24售03","1.15","1.21"
"03805C","T50反1富邦25牛01","1.61","1.59"
"03805P","台灣50台新26售01","","8.35"
"03806C","大立光富邦25牛02","1.56","1.54"
"03807P","國泰金麥證25售01","0.45","0.46"
"03808P","台灣50群益24售06","","3.97"
"03809P","台灣50群益24售07","2.74","2.64"
"03810P","滬深2X群益26售01","1.80","2.15"
"03811C","T50反1元大25牛03","","1.76"
"03811P","精英群益24售02","2.62","2.64"
"03813P","嘉晶群益24售02","1.07","1.18"
"03814P","眾達群益24售02","2.23","2.31"
"03815C","新光金富邦25牛01","1.19","1.18"
"03815P","台達電中信24售02","0.57","0.61"
"03816P","國巨中信25售01","0.51","0.54"
"03817P","台積電元富27售07","1.10","1.01"
"03819P","景碩元大24售02","1.53","1.48"
"03820C","聯發科富邦27牛01","1.45","1.46"
"03822P","晶睿元富24售02","0.62","0.69"
"03823C","聯詠富邦27牛01","1.84","1.81"
"03823P","嘉澤元富24售01","1.01","1.01"
"03824C","臺股指元大26牛03","1.79","1.80"
"03825C","臺股指元大26牛04","1.39","1.39"
"03825P","和大凱基24售03","1.45","1.46"
"03826P","台達電凱基24售02","0.77","0.86"
"03827C","日月光富邦27牛01","2.02","1.99"
"03828C","臺股指元大26牛05","2.09","2.10"
"03829C","臺股指元大26牛06","1.42","1.42"
"03830C","臺股指凱基25牛11","1.26","1.26"
"03830P","和大元大24售04","","3.71"
"03831P","喬山元大24售03","1.57","1.45"
"03832C","T50反1元大28牛02","1.88","1.84"
"03832P","上銀元大24售02","","1.79"
"03833P","上銀元大24售03","","2.18"
"03834C","鴻海富邦28牛01","0.36","0.39"
"03834P","A50正2元富21售01","4.95","5.97"
"03835P","聯電元大24售11","","0.62"
"03836P","台達電元大24售01","1.11","1.19"
"03837P","台達電元大24售02","1.29","1.38"
"03838P","創意元大28售01","0.75","0.84"
"03840P","台亞元大24售04","","0.97"
"03841C","T50反1元大29牛02","","1.55"
"03841P","燿華元大24售03","1.02","1.10"
"03842C","臺股指元大29牛01","1.66","1.66"
"03842P","台光電元大24售03","1.00","1.16"
"03843C","鴻海富邦2A牛01","0.57","0.59"
"03843P","台光電元大24售04","1.48","1.54"
"03844C","聯發科富邦2A牛01","1.99","2.03"
"03844P","長榮凱基21售04","0.94","1.02"
"03845C","臺股指元大25牛60","2.49","2.49"
"03845P","台光電元大24售05","","1.82"
"03846C","臺股指元大2A牛01","2.60","2.65"
"03847C","臺股指凱基26牛36","2.05","2.09"
"03848P","可成元大24售04","","1.03"
"03849C","臺股指元大29牛06","","2.56"
"03849P","宏達電元大24售01","1.47","1.63"
"03852P","華航元大26售05","0.97","1.02"
"03853P","聯發科元大1B售02","4.75","4.78"
"03854P","富邦金元大24售02","1.22","1.20"
"03855P","富邦金元大24售03","1.29","1.29"
"03859P","威強電元大24售03","","1.28"
"03860P","元晶元大24售04","","1.55"
"03861P","晶睿元大24售03","0.51","0.62"
"03862P","晶睿元大24售04","","0.85"
"03863P","智易元大24售01","","1.20"
"03864P","瑞儀元大24售01","0.85","0.84"
"03865P","同欣電元大24售01","","0.97"
"03866P","矽創元大24售02","","1.28"
"03867P","高力元大24售03","1.00","1.24"
"03868P","高力元大24售04","1.19","1.40"
"03869P","長榮第一2B售01","1.29","1.31"
"03870P","長榮航第一29售03","1.20","1.20"
"03871P","聯電康和26售02","0.97","0.97"
"03872P","台積電康和24售05","2.59","2.38"
"03873P","金像電康和25售01","","1.25"
"03874P","南亞科康和24售02","","0.58"
"03875P","大立光康和26售01","","0.55"
"03876P","聚陽國票24售04","1.06","1.14"
"03877P","東鹼國票25售01","","1.69"
"03878P","台達電國票24售01","1.09","1.14"
"03879P","台達電國票25售01","0.86","0.92"
"03880P","鴻海國票28售01","","0.92"
"03881P","旺宏國票24售02","1.60","1.67"
"03882P","穎崴元大24售02","","0.94"
"03883P","陽明國票25售03","1.59","1.70"
"03884P","陽明國票27售01","1.56","1.59"
"03885P","長榮航國票25售03","","2.34"
"03891P","華新中信24售02","0.72","0.71"
"03893P","新光金國票24售02","","0.93"
"03896P","亞光國票25售01","0.85","0.94"
"03897P","立積國票24售01","1.09","1.17"
"03898P","國泰金中信24售02","0.57","0.57"
"03899P","創意中信24售01","1.58","1.99"
"03900P","滬深2X凱基24售04","1.91","2.08"
"03901P","喬山凱基24售03","1.55","1.41"
"03902P","台積電元大1C售01","0.47","0.45"
"03903P","上銀凱基24售02","1.63","1.68"
"03904P","聯電凱基25售11","0.28","0.28"
"03905P","台積電凱基24售11","","3.56"
"03907P","台積電凱基24售12","3.65","3.40"
"03908P","旺宏凱基24售03","","1.73"
"03909P","致茂凱基24售03","0.92","0.94"
"03910P","燿華凱基24售02","1.04","1.12"
"03911P","大立光凱基21售02","0.22","0.23"
"03912P","台光電凱基24售04","0.83","0.89"
"03914P","義隆凱基24售01","1.57","1.34"
"03915P","裕民凱基24售01","1.35","1.50"
"03918P","富邦金凱基24售06","1.20","1.20"
"03919P","晶豪科凱基24售01","","1.76"
"03920P","威強電凱基24售03","","0.99"
"03921P","晶睿凱基24售02","0.34","0.42"
"03922P","嘉澤凱基24售03","","1.27"
"03924P","彩晶凱基26售01","0.85","0.83"
"03925P","高力凱基24售03","0.58","0.69"
"03926P","SGBR2X元大26售02","0.71","0.75"
"03927P","聚陽元大24售01","0.91","1.07"
"03930P","台積電元大24售19","1.26","1.19"
"03931P","台積電元大24售20","4.04","3.85"
"03933P","微星元大26售02","0.51","0.51"
"03935P","南亞科元大26售02","0.39","0.38"
"03936P","長榮元大24售18","2.40","2.49"
"03937P","長榮元大24售19","2.22","2.27"
"03939P","長榮中信26售03","1.04","1.08"
"03941P","陽明元大24售08","","2.19"
"03943P","華航元大24售09","","1.60"
"03944P","萬海元大24售08","1.80","1.83"
"03945P","陽明中信24售02","","0.91"
"03949P","開發金元大24售01","0.73","0.77"
"03950P","臺股指中信26售10","","0.64"
"03951P","台灣50群益24售11","2.11","2.01"
"03952P","臺股指群益24售26","1.85","1.81"
"03956P","臺股指群益24售29","","2.54"
"03958P","創意元大24售05","2.45","2.45"
"03959P","世芯元大24售03","2.20","2.38"
"03960P","日月光元大24售01","","1.03"
"03962P","天鈺元大24售02","0.95","1.01"
"03963P","矽力元大24售04","1.47","1.47"
"03964P","華通元富24售01","2.68","2.73"
"03965P","世芯元富27售01","1.92","2.03"
"03966P","台達電麥證24售01","","0.93"
"03968P","永豐金麥證24售01","0.99","1.03"
"03969P","中租麥證24售02","1.49","1.59"
"03970P","台積電中信1B售08","2.97","2.90"
"03972P","喬山群益24售04","1.15","1.02"
"03973P","喬山群益24售05","1.31","1.20"
"03974P","台達電群益24售03","0.72","0.77"
"03975P","台達電群益26售01","","1.19"
"03976P","光罩群益24售01","","0.69"
"03977P","致茂群益24售02","1.67","1.71"
"03978P","仲琦群益24售03","","0.70"
"03980P","聯發科群益24售06","0.85","0.83"
"03981P","陽明群益26售01","0.98","1.07"
"03984P","晶睿群益24售02","0.29","0.38"
"03985P","健策群益24售03","2.68","2.72"
"03986P","中租群益24售02","","2.36"
"03987P","台積電富邦25售11","","1.09"
"03988P","電子類富邦25售01","0.75","0.74"
"03989P","創意國票25售03","2.66","3.03"
"03990P","敦泰國票24售03","1.62","1.57"
"03991P","啟碁國票25售01","1.18","1.17"
"03992P","長榮康和25售03","","1.77"
"03994P","南電康和26售01","1.27","1.29"
"03996P","聯電群益24售08","","1.13"
"03997P","台積電群益24售05","4.47","4.20"
"04000P","富邦金群益24售02","0.76","0.75"
"04002P","奇鋐群益24售01","2.24","2.33"
"04004P","長榮統一25售13","1.24","1.33"
"04005P","美食統一24售01","0.64","0.65"
"04007P","國泰金統一24售01","0.94","0.99"
"04008P","台達電凱基25售03","","1.27"
"04009P","南亞科凱基24售04","1.22","1.23"
"040104","台積電第一27購01","0.08","0.09"
"04011P","長榮凱基26售02","","3.06"
"04014P","敦泰國泰26售01","1.53","1.47"
"04015P","上証2X元大24售02","1.77","2.10"
"04017P","聯電元大24售13","","0.54"
"04020P","台積電元大24售21","6.00","6.00"
"04021P","台積電元大24售22","1.38","1.31"
"04022P","智邦元大24售01","","2.65"
"04023P","智邦元大24售02","","2.69"
"04026P","陽明元大24售09","2.23","2.36"
"04027P","陽明元大24售10","2.18","2.28"
"04032P","祥碩元大24售04","","1.97"
"04034P","同欣電元大24售02","0.71","0.72"
"04037P","臺股指中信26售08","1.01","0.99"
"04038P","國泰金富邦24售01","0.86","0.91"
"04039P","台積電元富24售03","","2.31"
"04040P","台積電元富24售04","","2.20"
"04042P","台積電元富27售14","1.51","1.43"
"04043P","台積電元富27售15","1.70","1.63"
"04045P","臺股指永豐26售01","3.19","3.08"
"04046P","S&P500國票24售01","1.58","1.41"
"04047P","和大國票24售01","","1.77"
"04048P","義隆國票24售02","1.78","1.78"
"04049P","義隆國票25售01","1.86","1.61"
"04052P","台灣50元富21售01","","1.27"
"04053P","長榮國票25售03","2.53","2.59"
"04054P","創意國票25售04","1.90","2.07"
"04055P","世芯國票26售03","2.04","2.15"
"04056P","台積電康和24售07","3.30","3.10"
"04057P","欣興康和25售01","0.95","0.98"
"04058P","景碩康和26售01","0.79","0.76"
"04062P","大立光群益24售07","2.68","2.89"
"04063P","緯穎群益24售02","1.73","2.23"
"04065P","彩晶中信25售02","1.01","1.01"
"04066P","長榮統一24售09","1.63","1.66"
"04067P","萬海統一24售06","","1.58"
"04068P","東鹼凱基26售01","1.50","1.50"
"04069P","寶齡凱基28售02","1.40","1.36"
"04070P","鴻海凱基24售08","1.65","1.60"
"04071P","智邦凱基25售02","2.88","2.97"
"04072P","技嘉凱基25售01","1.43","1.64"
"04073P","瑞昱凱基25售02","","2.34"
"04074P","南亞科凱基29售01","","0.64"
"04075P","宏達電凱基27售01","1.56","1.72"
"04076P","陽明凱基24售08","1.63","1.70"
"04077P","萬海凱基24售06","2.27","2.27"
"04078P","長榮航凱基24售10","","3.14"
"04080P","南亞科麥證24售01","","0.46"
"04081P","臺股指麥證29售03","4.25","4.21"
"04083P","聚陽元大24售03","1.04","1.04"
"04085P","T50反1元富27售08","","0.67"
"04086P","台達電元富24售02","","1.85"
"04090P","宏達電元富27售02","0.85","0.86"
"04091P","台達電元大24售08","1.39","1.38"
"04095P","台達電元大24售09","1.76","1.82"
"04096P","華通元大24售02","","1.07"
"04099P","義隆元大24售02","1.04","0.88"
"04100P","義隆元大24售03","1.85","1.55"
"04101P","長榮元大24售22","2.07","2.14"
"04102P","長榮元大24售23","","2.13"
"04103P","陽明元大24售11","1.99","2.11"
"04105P","萬海元大24售10","","4.26"
"04106P","長榮元富24售16","","1.35"
"04107P","長榮航元大2A售01","1.00","1.09"
